,220.4882
aureole,137.05469
aureoles,189.0
aureoling,147.0
aures,153.75
aureus,106.0
auric,175.0
auricula,200.0
auricular,162.75
auriculas,192.5
auriculis,124.0
auriga,121.0
auro,144.25
auroque,197.0
aurora,148.62817
auroral,107.5
auroram,140.0
auroras,105.953125
aurum,202.0
aurumque,169.0
aus,108.25
ausa,134.0
auscultandum,132.0
auscultate,165.0
auscultation,162.5
ausgerechnet,144.0
ausis,269.0
ausonian,113.0
auspicated,76.0
auspices,169.80692
auspicesthere,179.0
auspiciis,104.0
auspicious,128.09563
auspiciously,105.0
ausrechnen,181.0
aussi,140.75
austell,178.0
austen,126.148926
auster,158.25
austere,121.804245
austerely,133.0
austereness,103.0
austerest,162.0
austerities,178.59375
austerity,129.78137
austerlits,90.0
austerlitz,142.24588
austerlitztakes,151.0
austerlitzthat,175.0
austers,213.0
austerum,124.0
austin,163.66797
austins,145.0
australia,134.34839
australian,126.75
australians,107.0
austria,132.44347
austriada,186.0
austrian,174.58669
austrianhungarian,150.0
austrians,144.2752
austrias,178.5
austriathus,114.0
austris,203.0
austrohungarian,144.0
austroprussian,123.0
ausus,188.0
aut,195.17566
autant,248.0
aute,178.0
autem,196.51562
auteuil,80.54253
auteuilthis,86.0
authentic,149.5129
authenticall,74.0
authenticated,144.07812
authenticating,109.0
authentication,193.0
authenticity,144.98145
authentick,186.0
authentique,111.0
author,143.30452
authorand,61.0
authorem,164.0
authoress,133.57793
authoresses,150.0
authoressnot,110.0
authoresss,238.0
authorhe,68.0
authorisation,85.0
authorise,126.35362
authorised,142.43027
authorises,154.5
authorising,164.5
authoritate,264.0
authoritative,103.67111
authoritatively,126.979004
authoritie,174.125
authorities,93.15839
authority,160.01814
authorityall,104.0
authorityas,139.0
authoritynot,148.0
authorization,141.5
authorize,126.745285
authorized,146.53683
authorizes,114.82422
authorizeth,147.75
authorizing,116.875
authorjournalist,155.0
authors,99.1153
authorship,139.66711
authorsuetonius,135.0
auto,192.125
autobiographical,132.40625
autobiographies,130.5
autobiography,136.14325
autocrat,124.0
autocratic,132.5
autocraticlikewise,172.0
autocrats,74.0
autodaf,137.84277
autodafes,94.0
autograph,118.34375
autographs,140.5
autois,207.0
autoispresbuterous,190.0
autolycus,124.372894
autolycuswho,213.0
automat,322.0
automata,136.0
automatially,133.0
automatic,212.69336
automatically,178.5
automaton,140.6875
automatona,149.0
automatonchessplayer,161.0
automatons,122.0
automedon,121.15073
autonoe,180.0
autonomasia,156.0
autonomous,188.0
autonomously,222.0
autonomy,160.25
autonous,125.5
autontimorumenos,166.0
autopsy,115.5
autosdafe,107.0
autre,170.0
autremet,283.0
autres,141.375
autumn,101.72836
autumnal,133.29648
autumns,128.0
autumnthornfield,149.0
auvergene,129.0
auvergnat,160.375
auvergnats,163.0
auvergne,216.24438
aux,163.65234
auxilia,96.0
auxiliar,120.5
auxiliaries,126.172165
auxiliars,116.0
auxiliary,172.2512
auxilium,177.0
auximus,76.0
auxius,122.0
ava,130.0
avacena,80.0
avail,125.60466
availability,133.625
available,186.89583
availd,172.0
availed,143.34494
availeth,182.1875
availing,143.94377
availle,101.0
availpersonal,205.0
avails,132.6925
availthe,126.0
availwas,102.0
avait,140.21875
avalanche,170.2594
avalanches,123.0
avaled,127.5
avant,197.375
avanti,155.0
avantika,91.0
avar,156.0
avare,216.0
avari,281.0
avarice,175.39975
avariceor,136.0
avaricious,165.77847
avariciously,202.0
avaricum,68.0
avast,125.89552
avatar,147.5
avatars,119.0
avau,87.0
avaunt,195.60687
avauntest,165.0
avaunting,106.0
avdotya,123.8704
ave,144.98792
avea,139.0
avec,159.19214
avehourbell,290.0
avelion,123.25
avellaneda,140.23242
avellanedas,123.75
avemarias,153.375
avemaries,146.0
avemus,197.0
aven,119.25
avengd,109.921875
avenge,107.06544
avenged,90.635635
avenger,163.7034
avengerif,114.0
avengers,104.0
avenges,150.25
avengeth,97.5
avenging,110.9218
avenievaand,311.0
avent,132.0
aventine,117.875
aventred,120.25
aventried,102.0
aventryd,86.0
avenue,137.39885
avenues,125.80664
avenuesnorth,93.0
avenuesseneca,61.0
aver,119.5
average,147.9568
averages,136.25
averagesized,193.0
averni,181.0
avernus,181.0
averred,132.36206
averring,172.0
averroes,127.0
avers,91.0
aversa,174.0
aversation,120.0
averse,171.29901
averseness,140.0
aversion,119.35924
aversions,202.80457
aversos,159.0
avert,115.032135
averted,173.67892
avertere,167.0
averters,145.0
averting,146.29004
avertit,148.0
averts,132.0
avery,143.36023
aves,168.0
avesta,145.5
avez,138.625
avezvous,138.0
avi,187.0
aviaries,159.0
aviary,79.0
avid,161.75
avida,118.0
avidiously,161.0
avidities,177.0
avidity,131.93095
avidly,104.0
avido,210.0
avidos,92.0
avidum,125.0
avignon,100.32788
avila,96.5
avilion,73.0
avim,173.0
avims,129.0
avin,116.0
avine,167.5
avis,159.0
avisd,95.25
avised,164.875
avision,192.0
avisiting,113.0
avites,143.0
avith,68.0
avium,226.0
avius,131.0
avo,177.0
avocat,168.0
avocation,184.875
avocatione,167.0
avocations,128.1875
avoid,139.89383
avoidable,125.125
avoidance,146.78693
avoided,138.11264
avoidednothing,181.0
avoidedthese,201.0
avoidhe,106.0
avoiding,134.41614
avoids,158.24704
avoir,114.5
avoirdupois,161.54688
avolsis,167.0
avon,94.0
avonlea,130.80989
avons,118.5
avouch,103.3418
avouched,101.625
avouches,96.5
avouchment,127.0
avoucht,87.0
avoutres,121.0
avow,120.09476
avowal,114.70369
avowals,149.0
avowed,141.59946
avowedly,189.875
avowing,141.5
avoyd,160.81985
avoyded,132.0
avoyding,128.75
avra,121.0
avril,138.0
avtixeip,152.0
avulsum,193.0
avunculars,142.0
avuto,143.0
avven,75.0
avvocati,111.0
avvocato,195.0
aw,86.890625
await,77.79334
awaited,152.51733
awaitin,109.0
awaiting,126.917946
awaits,149.39348
awakd,121.89612
awake,140.38815
awaked,143.09018
awaken,163.61641
awakend,115.5
awakened,120.925934
awakeneddid,130.0
awakenedi,87.0
awakening,118.39111
awakens,167.75774
awakeo,73.0
awakes,92.61236
awakest,111.25
awaketh,85.625
awakewhy,108.0
awakewith,132.0
awaking,161.59546
awalkin,123.0
awalking,107.0
awandering,143.0
awanted,77.0
awanting,156.0
award,154.91406
awarded,205.42688
awards,195.82031
aware,132.16728
awareness,161.0
awareno,109.0
awaricious,136.0
awarning,140.0
awash,152.0
awast,183.0
awasy,116.0
awatching,89.0
awate,112.0
awater,107.0
awave,141.0
away,118.82938
awayalone,123.0
awayand,134.78711
awayas,138.0
awayawayto,115.0
awaybaliol,71.0
awayblessed,106.0
awaybrighton,293.5
awaybut,137.0
awaycried,132.0
awaydont,203.0
awayever,81.0
awayfor,178.0
awaygo,125.0
awayhad,92.0
awayhe,163.3125
awayhide,112.0
awayi,114.0
awayif,111.5
awayiii,212.0
awayim,179.0
awayin,233.0
awayit,207.0
awayjerkhe,76.0
awayleaving,203.0
awaylet,83.0
awaymeans,203.0
awaymore,148.0
awayno,80.0
awaynobody,107.0
awaynot,125.0
awayoh,223.0
awayohyour,170.0
awayon,117.0
awayor,166.0
awayout,144.0
awayparticularly,151.0
awayperhaps,65.0
awayprocopius,125.0
aways,129.0
awayseemed,85.0
awayshell,95.0
awayso,186.0
awaysomewhat,147.0
awaysprung,122.0
awaytaken,122.0
awaythat,108.0
awaythats,226.0
awaythe,164.0
awaythere,221.0
awaythey,128.5
awaytheyve,137.0
awaythis,101.0
awayto,121.0
awaytrading,143.0
awayuncle,152.0
awayward,152.5
awaywhatever,183.0
awaywhere,137.0
awayyet,196.0
awayyou,207.0
awd,100.0
awe,120.26743
aweary,87.99121
aweaving,91.0
awebut,181.0
awed,129.38292
aweek,187.0
aweel,232.0
aweeping,114.75
aweepingand,115.0
aweer,152.0
aweinspiring,154.28516
aweless,136.0
awell,134.5
awes,149.0
awesome,119.5
awestricken,148.09082
awestriking,109.0
awestruck,129.7998
awfly,108.0
awful,148.83887
awfuland,120.5
awfulest,160.0
awfulill,220.0
awfully,109.1352
awfullygladaseeagain,460.0
awfullyi,145.0
awfulness,104.05078
awfulyou,220.0
awfur,174.0
awhalin,133.0
awhaling,104.25
awhat,116.0
awhile,131.91331
awhilebut,113.0
awhimpering,71.0
awhirling,143.0
awhoopin,104.0
awhooping,214.5
awiping,79.0
awishing,100.0
awistocwacy,140.0
awitching,136.25
awk,128.5
awke,130.0
awkward,138.88025
awkwardly,158.96272
awkwardness,127.11543
awkwardnesses,198.0
awkwardthat,71.0
awl,163.71875
awls,338.0
awluz,128.6875
awn,126.0
awned,186.0
awning,134.26562
awningdeck,180.0
awningpost,164.0
awningposts,121.0
awnings,188.03125
awoak,152.0
awoke,130.39473
awoken,123.15625
awokwokawok,79.0
awondering,157.0
awooing,104.0
awork,162.25
aworking,170.0
awready,201.0
awroke,73.0
awry,140.91245
awtake,136.0
ax,121.73007
axe,105.98723
axea,151.0
axeedge,151.0
axehandle,137.0
axes,175.41388
axethe,114.0
axi,126.0
axillary,148.0
axils,67.0
axing,124.5
axiochus,182.0
axiom,175.62106
axiomatic,231.0
axiomnon,114.0
axioms,101.49878
axis,118.83198
axius,120.53125
axle,131.17761
axles,151.73828
axletree,143.75
axletrees,97.5
axminster,231.0
axylus,126.0
ay,139.77979
ayaside,174.0
ayayhes,93.0
aycock,290.0
ayd,153.5
ayde,119.5
ayded,126.0
aydes,111.0
aye,109.480934
ayear,142.04259
ayearwere,166.0
ayeaye,122.5
ayebecause,140.0
ayelike,152.0
ayenes,163.0
ayes,222.0
ayethat,135.0
ayethey,129.0
ayez,142.5
ayhow,90.0
ayll,152.0
aylmer,120.5
aym,129.0
ayme,121.109375
aymed,228.0
aymon,107.0
aynay,112.0
aynesworth,200.0
ayou,175.0
ayr,107.5
ayre,105.25
ayres,154.30513
ayther,139.0
azad,176.5
azads,165.0
azal,136.0
azalea,221.0
azaleas,164.0
azaliah,118.0
azaniah,118.0
azarael,166.0
azareel,114.875
azariah,166.56622
azaz,78.0
azazel,114.0
azaziah,107.75
azbuk,77.0
azekah,141.84375
azel,59.5
azelma,134.55553
azem,154.5
azgad,174.625
aziel,189.0
azimuth,283.0
aziza,134.0
azmaveth,122.234375
azmon,111.75
aznothtabor,127.0
azof,128.0
azor,173.0
azore,162.5
azores,143.875
azote,145.0
azotes,124.0
azotus,172.0
azov,186.0
azpeitia,116.0
azrael,173.0
azraels,194.0
azriel,103.75
azrikam,113.125
aztec,170.0
aztecs,112.0
azubah,121.25
azur,130.0
azurd,104.75
azure,141.79958
azured,180.0
azuretinted,154.0
azzah,167.5
azzan,67.0
azzo,136.0
azzur,327.0
b,218.32349
ba,120.78076
baa,125.0
baaaa,119.0
baaaahabaaa,114.0
baal,126.22847
baalah,193.625
baalam,83.0
baalath,133.75
baalathbeer,99.0
baalberith,125.0
baale,160.0
baalgad,128.0
baalhamon,76.0
baalhanan,107.6875
baalhazor,172.0
baalhermon,133.5
baali,68.0
baalim,117.66701
baalis,166.0
baalmeon,183.25
baalpeor,140.21875
baalperazim,94.25
baals,151.0
baalshalisha,126.0
baaltamar,97.0
baalzebub,162.25
baalzephon,144.5
baana,113.0
baanah,134.75195
baara,109.0
baasa,290.0
baaseiah,102.0
baasha,139.9661
baba,147.625
babas,124.0
babazon,76.0
babbages,169.0
babbld,86.0
babble,126.50641
babbled,205.26758
babbler,80.625
babbles,160.5
babbling,135.0904
babblings,174.0
babby,184.0
babbyface,84.0
babcfriends,50.0
babe,112.46817
babeit,79.0
babel,154.00162
babemaries,222.0
babes,126.15198
babespull,307.0
babet,116.2789
babethat,111.0
babets,130.5
babeuf,186.5
babhravya,121.78879
babie,180.0
babieca,130.5
babiecas,108.5
babies,191.22736
babilles,155.0
baboon,85.74219
baboonlike,141.0
baboons,188.21875
babouvist,134.0
babtis,127.0
babuino,94.125
babushkins,218.5
baby,126.39855
babyclothes,63.0
babyclouts,130.0
babygarment,145.0
babyhand,149.0
babyhere,92.0
babyhood,133.5
babyhouse,254.0
babyish,113.375
babyits,151.5
babylike,126.0
babylinen,195.0
babylinenfor,210.0
babylon,132.81236
babylone,100.54297
babylonian,201.0
babylonians,116.765625
babylonish,153.0
babylons,147.13281
babymy,113.0
babyphantom,156.0
babys,132.18985
babyshes,168.0
babyso,143.0
babythe,106.0
babyvoice,124.0
babywork,184.0
baca,161.0
bacallao,177.0
bacare,203.0
bacawollai,78.0
bacc,146.0
baccabox,104.0
baccalaureat,148.0
baccapipe,144.0
bacchanal,179.0
bacchanalia,139.25
bacchanalian,188.125
bacchanals,121.5
bacchante,168.0
bacche,114.0
bacchus,113.735054
bacco,141.0
baccy,176.5
bach,97.0
bachelor,123.02373
bachelorfashion,134.0
bachelors,123.326485
bachelorsand,204.0
bachelu,188.0
bacheux,115.0
bachlorship,191.0
bachrites,110.0
baci,125.0
bacibaci,219.0
bacilikil,193.0
bacilli,273.0
bacillo,154.0
back,117.00754
backa,114.0
backache,142.375
backall,102.0
backalley,116.0625
backalleys,141.0
backand,130.375
backards,171.0
backbasket,57.0
backbite,153.0
backbiter,216.5
backbiters,167.0
backbiteth,61.0
backbiting,149.75
backbitings,259.0
backbitten,93.0
backboards,152.0
backbone,92.1623
backbones,187.5
backbreaking,171.0
backbut,150.0
backcloth,79.0
backcountry,117.0
backd,145.95312
backdoor,146.36475
backdoors,137.5
backdown,113.0
backe,166.0
backed,117.56683
backend,166.0
backentrances,194.0
backer,133.75
backerder,95.0
backers,191.5
backerup,141.0
backfalls,61.0
backfin,93.0
backflow,120.0
backfor,158.75
backforemost,222.0
backfriend,142.0
backgammon,179.1836
backgammonboard,126.0
backgammontable,123.0
backgammontea,141.0
backgarden,77.0
backgarret,129.0
backgate,186.0
background,155.74411
backgrounds,123.0
backhad,133.0
backhand,161.5
backhanded,137.0
backhands,223.0
backhe,141.25
backher,263.0
backhigher,176.0
backhor,86.0
backi,98.125
backif,153.0
backing,151.94836
backinto,170.0
backkitchen,132.75
backless,145.0
backlet,150.0
backlord,91.0
backmarot,182.0
backmay,115.0
backmight,146.0
backmost,163.0
backmother,158.0
backmust,160.0
backnevertheless,162.0
backonly,214.0
backor,102.0
backparlour,151.5
backparlours,133.0
backpayments,106.0
backpiece,143.0
backplate,193.0
backput,154.0
backreturn,118.0
backroom,98.44531
backroughly,137.0
backs,130.08585
backshe,95.0
backsheesh,258.0
backshop,104.375
backside,149.12383
backsides,136.48438
backslapping,156.0
backslider,82.0
backsliders,131.0
backsliding,145.60156
backslidings,119.25
backso,166.5
backsome,114.0
backsomersault,93.5
backsscrape,123.0
backstaircase,87.0
backstairs,179.25
backstay,140.0
backstays,160.5
backsteps,152.0
backstreet,121.0
backstroke,130.75
backstrokes,148.0
backstrokeswishi,167.0
backsword,113.0
backthat,97.0
backthe,146.75
backthere,111.0
backto,114.0
backtooth,203.0
backtothelander,110.0
backtrembling,167.0
backtrick,143.0
backunless,111.0
backview,157.0
backwalked,202.0
backward,148.51811
backwardeliza,218.0
backwardly,109.5
backwardness,127.60156
backwardrecall,154.0
backwards,127.97926
backwardslucretius,134.0
backwardsweeping,172.0
backwash,136.5
backwater,133.0
backwaters,157.0
backway,101.125
backways,188.0
backwe,77.0
backwhere,102.0
backwideawake,91.0
backwindow,143.625
backwoods,147.4375
backwoodsman,100.75
backwounding,127.0
backyard,114.83203
backyards,147.0
bacleis,162.0
bacon,144.92938
baconfat,169.0
baconfed,163.0
baconflitches,142.0
baconhogs,174.0
baconian,131.5
baconrind,130.0
bacons,194.60938
bacot,123.0
bacteria,199.17188
bacterial,219.0
bactrians,182.0
baculus,164.0
bad,130.21303
badajos,101.0
badajoz,198.0
badand,193.0
badas,162.0
badat,92.0
badbelongs,95.0
badcauser,161.0
baddisposed,171.0
baddybad,225.0
bade,145.71356
baden,144.70312
badenbaden,217.0
badest,123.0
badge,103.8259
badgean,140.0
badged,126.5
badger,167.5
badgercolored,177.0
badgerdrawing,136.0
badgered,143.5
badgerhaired,118.0
badgering,198.0
badgers,132.88184
badgerstheyre,258.0
badges,139.73828
badhachs,176.0
badhaus,83.0
badhe,96.0
badhearted,132.0
badheartedness,173.0
badi,100.0
badid,112.0
badinage,109.0
badlet,173.0
badlooking,162.94531
badly,145.57237
badlyall,144.0
badlyand,145.0
badlyfurnished,157.0
badlyi,62.0
badlyoh,142.0
badlypersecuted,229.0
badlyplayed,67.0
badmooded,146.0
badnatured,150.0
badness,155.47427
badno,116.0
badremark,156.0
bads,156.0
badshall,90.0
badsmelling,175.0
badst,127.75
badtasted,159.0
badtempered,148.625
badthe,111.0
badthough,146.0
badto,104.0
badtoo,123.0
badwill,126.0
badwrong,93.0
baes,120.5
baeza,120.5
baffaw,197.0
baffins,184.0
baffld,128.5
baffle,117.712524
baffled,132.58505
baffledthen,140.0
baffles,223.0
baffling,110.796875
bag,177.9924
baga,130.0
bagatelle,120.125
bagatelles,125.25
bagdad,125.5
bagdador,78.0
bagdemagus,160.59755
bagdemegus,85.0
bagful,85.0
baggage,100.11427
baggagecamel,204.0
baggagehorses,115.0
baggagelittle,136.0
baggages,146.5
baggagewagons,189.0
baggagewhat,121.0
bagged,137.625
baggily,187.0
bagging,156.84375
baggot,145.125
baggy,166.6875
bagheera,144.51138
bagheeraall,206.0
bagheeraan,177.0
bagheeraborn,95.0
bagheerahe,135.0
bagheeras,146.50586
bagheerathe,147.0
bagholland,205.0
baglioni,181.5
bagman,215.0
bagnan,169.0
bagneres,107.0
bagnio,124.0
bagnios,162.0
bagno,167.5
bagot,191.75739
bagovut,145.0
bagovuts,120.0
bagpipe,107.453125
bagpipeplayer,158.0
bagpiper,105.0
bagpipes,136.96875
bagration,173.77289
bagrationbeing,117.0
bagrations,150.88765
bags,150.48003
bagslops,283.0
bagso,194.0
bagstrousers,289.0
bagweighted,189.0
bah,136.9552
bahama,152.125
bahamabank,113.0
baharumite,176.0
bahbahbah,104.0
bahn,76.0
bahonce,111.0
bahorel,189.29625
bahorels,308.0
baht,130.0
bahupadika,174.0
bahurim,152.5625
baignoire,126.0
bail,114.84636
bailages,104.0
bailed,99.0
bailer,144.0
bailey,79.64471
baileys,182.0
bailiff,141.43137
bailiffs,224.375
bailing,193.0
baillez,166.0
baillie,168.25
baily,124.0
bain,146.375
baint,131.0
baiocco,92.0
baird,133.0
bairds,114.0
bairn,129.66417
bairnies,80.0
bairns,121.57129
bairnson,213.0
bais,121.0
baisais,145.0
baisant,163.0
baisees,131.0
baisemoins,91.0
baiser,124.0
baisezmoi,83.0
bait,95.1614
baited,164.68848
baiting,143.75
baitingplace,114.0
baits,127.1875
baize,167.01215
baizecovered,128.0
bajazet,168.3125
bajazets,141.0
bajith,91.0
bak,242.5
bakaleyevs,196.50781
bakbakkar,108.0
bakbuk,189.0
bakbukiah,184.75
bakd,104.953125
bake,137.73947
baked,154.6829
bakehouse,82.5
bakehouses,115.0
bakekettle,120.0
bakemeats,111.0
baken,100.12598
bakepan,177.0
baker,159.71495
bakera,152.0
bakers,144.7337
bakery,191.625
bakes,126.25
bakeshop,104.0
baketh,147.0
bakewell,128.0
bakin,135.0
baking,133.96432
bakingday,178.0
bakingpowder,173.0
bakunin,172.0
bal,108.94253
balaam,127.3367
balaams,160.1875
balac,237.0
baladan,210.0
balaene,203.0
balafrethat,98.0
balaga,173.17102
balaguier,103.0
balah,191.0
balak,183.59827
balaks,126.0
balalaka,146.0
balalayka,121.1875
balan,133.61809
balancd,207.0
balance,126.483665
balanceand,118.0
balanced,156.76651
balancepower,187.0
balances,103.79171
balancesheet,116.5
balancewheel,163.0
balancing,135.15724
balancings,117.0
balas,189.0
balashavs,159.0
balashev,191.9679
balashevs,139.39874
balasses,190.0
balatro,189.0
balbastro,135.0
balbec,168.0
balbrigan,109.0
balbriggan,162.0
balbus,131.0
balcom,196.0
balconies,114.61789
balcony,104.089264
bald,139.22752
balder,131.0
balderdash,191.5
baldest,165.0
baldhead,109.640625
baldheaded,219.79688
baldi,97.0
baldini,205.0
balditude,137.0
baldly,130.0
baldness,128.98645
baldo,213.0
baldpate,134.0
baldpated,143.0
baldpink,214.0
baldpoll,256.0
baldric,133.30542
baldrick,148.0
baldus,207.0
baldwin,116.8125
baldwins,84.0
baldy,139.5
baldynoddle,218.0
bale,116.76758
balearic,168.5
baled,153.0
baleen,126.91992
balefire,137.0
baleful,144.73938
balefully,140.0
balegriefs,143.0
baleine,134.5
balejwaw,150.0
balena,120.0
bales,148.703
balesmoke,174.0
balesorrows,182.0
balestrife,74.0
balewoe,127.0
balfe,205.0
balfes,124.0
balfour,159.9375
balhika,123.0
bali,73.5
balias,127.0
balin,142.99162
baling,125.0
balins,131.375
baliol,156.0
balius,133.0
balizard,141.125
balk,149.5625
balkan,162.0
balkd,168.0
balked,143.23438
balking,147.0
balks,149.0
ball,116.637215
balla,173.0
ballad,126.04852
balladbook,89.0
balladmakers,101.75
balladone,147.0
ballads,106.54054
ballagh,171.0
ballalley,145.0
ballan,136.0
ballance,78.0
ballanced,190.0
balland,118.0
ballantyne,163.5
ballarat,149.125
ballast,153.31947
ballasted,114.0
ballastheavers,244.0
ballasting,131.0
ballastlighters,164.0
ballastoffice,127.5
